total_epoch,confidence_threshold,iou_threshold,precision,recall,accuracy,f1
50,0.8,0.9,0.952054794520548,0.03601969422130086,0.03595447490946715,0.06941323345817728
50,0.9,0.6,0.9505882352941176,0.5012406947890818,0.48851269649334944,0.6563769293257514
50,0.9,0.7,0.9528301886792453,0.381708238851096,0.37462908011869434,0.5450620615218564
50,0.9,0.8,0.9494219653179191,0.21690326840541432,0.21442558746736293,0.35313087879602256
50,0.9,0.9,0.9708029197080292,0.0367911479944675,0.0367504835589942,0.0708955223880597
60,0.7,0.6,0.9342857142857143,0.5343137254901961,0.5149606299212598,0.6798336798336798
60,0.7,0.7,0.934018851756641,0.4043026706231454,0.39307609087630724,0.5643282422987316
60,0.7,0.8,0.9424364123159303,0.2234920634920635,0.22048230504227997,0.361303566846292
60,0.7,0.9,0.916030534351145,0.0315955766192733,0.03150433184562877,0.06108424535505218
60,0.8,0.6,0.9492808478425435,0.5192546583850932,0.5052377115229654,0.671306209850107
60,0.8,0.7,0.9475587703435805,0.3971201212580523,0.3885799035965888,0.559679572763685
60,0.8,0.8,0.9553695955369595,0.2242960052390308,0.2219701879455606,0.36329885971890746
60,0.8,0.9,0.9285714285714286,0.03189749182115594,0.03181941800380745,0.06167633104902478
60,0.9,0.6,0.9579554822753503,0.4909167722855936,0.48056244830438377,0.6491620111731844
60,0.9,0.7,0.9568627450980393,0.3802103622906116,0.37380314055917274,0.544187343183719
60,0.9,0.8,0.9613095238095238,0.22025230139788612,0.21831699898614396,0.3583911234396671
60,0.9,0.9,0.9338842975206612,0.032267275842375785,0.03219373219373219,0.06237924372067347
70,0.7,0.6,0.9121522693997072,0.5096114519427403,0.48576998050682263,0.6538966150616636
70,0.7,0.7,0.9121160409556314,0.40248493975903615,0.387459224356651,0.5585161964472309
70,0.7,0.8,0.9087193460490464,0.21309904153354634,0.20863309352517986,0.34523809523809523
70,0.7,0.9,0.9387755102040817,0.036556291390728475,0.03646934460887949,0.07037225905150434
70,0.8,0.6,0.9218989280245024,0.5035549979088247,0.48295226634576816,0.6513389234514472
70,0.8,0.7,0.9221238938053097,0.4037194885703216,0.39040839265642563,0.5615736998113716
70,0.8,0.8,0.9173669467787114,0.21645736946463978,0.21231766612641814,0.3502673796791444
70,0.8,0.9,0.9420289855072463,0.03558718861209965,0.03550942365473914,0.06858348720654181
70,0.9,0.6,0.9368246051537822,0.4828620394173093,0.46763485477178424,0.6372632174158892
70,0.9,0.7,0.9380362249761678,0.3937575030012005,0.3837753510140406,0.5546786922209695
70,0.9,0.8,0.9343283582089552,0.21593652983787512,0.2127081209650017,0.3507985430092463
70,0.9,0.9,0.9541984732824428,0.035960874568469504,0.035898908673176334,0.06930967563071805
80,0.7,0.6,0.9147339699863575,0.5252643948296122,0.5007468259895445,0.6673301816372232
80,0.7,0.7,0.9170692431561996,0.4069310468024294,0.3924879393521709,0.5637218510269735
80,0.7,0.8,0.9285714285714286,0.22529644268774704,0.2214584578601315,0.362613163689748
80,0.7,0.9,0.9024390243902439,0.03733602421796166,0.0371859296482412,0.07170542635658915
80,0.8,0.6,0.9237348538845331,0.5296281160604822,0.5074393108848865,0.6732467532467532
80,0.8,0.7,0.9254606365159129,0.4132385938668661,0.3999276149113283,0.5713547052740434
80,0.8,0.8,0.9317010309278351,0.2311381074168798,0.22728701666142723,0.3703893442622951
80,0.8,0.9,0.906832298136646,0.03861412324781804,0.038461538461538464,0.07407407407407407
80,0.9,0.6,0.9351351351351351,0.5088235294117647,0.4914772727272727,0.659047619047619
80,0.9,0.7,0.937332139659803,0.4070762052877138,0.39629068887206664,0.5676335050149092
80,0.9,0.8,0.9380053908355795,0.23426455738808483,0.2306927411335764,0.37489900350121197
80,0.9,0.9,0.9084967320261438,0.03869710467706013,0.038546866333887965,0.07423230974632844
90,0.7,0.6,0.9258222533240028,0.5184169278996865,0.49774266365688485,0.6646571213263
90,0.7,0.7,0.9289256198347108,0.40272303833751344,0.3906847410497046,0.561859535116221
90,0.7,0.8,0.9269521410579346,0.2275115919629057,0.22350440327968418,0.3653512037726483
90,0.7,0.9,0.9239766081871345,0.04048168075839098,0.04034729315628192,0.07756504663721159
90,0.8,0.6,0.9334779464931309,0.523095623987034,0.504296875,0.6704752012464295
90,0.8,0.7,0.9338983050847458,0.41042830540037245,0.3988418385812523,0.5702457956015524
90,0.8,0.8,0.9308578745198464,0.23391248391248393,0.22991777356103732,0.3738750321419388
90,0.8,0.9,0.9337349397590361,0.041157727031332976,0.04103786073603389,0.07884028484231943
90,0.9,0.6,0.9473684210526315,0.508939708939709,0.49494541043267287,0.6621585068974845
90,0.9,0.7,0.9460916442048517,0.40625,0.39705882352941174,0.5684210526315789
90,0.9,0.8,0.9434724091520862,0.23523489932885905,0.23196558570483125,0.37657802847166266
90,0.9,0.9,0.9548387096774194,0.041076880377463224,0.040997229916897505,0.07876530069185737
100,0.7,0.6,0.9287652645861602,0.5283674257043612,0.5077893175074184,0.6735547355473555
100,0.7,0.7,0.9326383319967922,0.4096512856639662,0.3978788915497776,0.5692608908467939
100,0.7,0.8,0.9309494451294698,0.2285800787163185,0.22476927657040785,0.3670393777345649
100,0.7,0.9,0.9529411764705882,0.0405811623246493,0.0405,0.07784718885151369
100,0.8,0.6,0.9348739495798319,0.53060413354531,0.5116903027980069,0.6769776876267748
100,0.8,0.7,0.9397192402972749,0.413367235742826,0.402689313517339,0.574167507568113
100,0.8,0.8,0.9379746835443038,0.23170731707317074,0.22821065599014476,0.37161484453360083
100,0.8,0.9,0.9523809523809523,0.04144004144004144,0.041354355130524684,0.07942417473318442
100,0.9,0.6,0.9435364041604755,0.5187908496732027,0.5031695721077655,0.6694781233526621
100,0.9,0.7,0.9461805555555556,0.41039156626506024,0.4010301692420898,0.5724789915966386
100,0.9,0.8,0.9483443708609272,0.23276983094928477,0.22985553772070627,0.37379274340903157
100,0.9,0.9,0.9573170731707317,0.04244390375777237,0.04236373448461954,0.08128397618431271
