total_epoch,confidence_threshold,iou_threshold,precision,recall,accuracy,f1
10,0.7,0.6,0.9731147540983607,0.6540326134861172,0.6424242424242425,0.7822878228782287
10,0.7,0.7,0.9758064516129032,0.5459392945036915,0.5386483205180089,0.7001578116780641
10,0.7,0.8,0.9821428571428571,0.27684563758389263,0.27545909849749584,0.4319371727748691
10,0.7,0.9,0.9873417721518988,0.04244897959183674,0.042425890671743266,0.0813983824680407
10,0.8,0.6,0.9770750988142293,0.5525257040679481,0.5454545454545454,0.7058823529411765
10,0.8,0.7,0.9790209790209791,0.4739737621667372,0.46920821114369504,0.6387225548902196
10,0.8,0.8,0.9836734693877551,0.25969827586206895,0.25858369098712447,0.41091219096334186
10,0.8,0.9,0.9863013698630136,0.042565770026603604,0.04254062038404727,0.08160952111079627
10,0.9,0.6,0.9869753979739508,0.3088768115942029,0.3076229138475417,0.4705070714039324
10,0.9,0.7,0.9889937106918238,0.27770419426048565,0.27684859154929575,0.4336435711823509
10,0.9,0.8,0.990632318501171,0.1707710940654017,0.17049576783555018,0.29132231404958675
10,0.9,0.9,0.9770114942528736,0.030152536360411493,0.03013115916341723,0.05849965588437715
20,0.7,0.6,0.9700176366843033,0.729765590446705,0.7136678200692042,0.8329126703685008
20,0.7,0.7,0.970550576184379,0.6303534303534304,0.6185230518155854,0.7643055205444921
20,0.7,0.8,0.9728583545377438,0.40935046395431834,0.40472829922371206,0.5762371263501632
20,0.7,0.9,0.9905660377358491,0.0853196099674973,0.08525033829499323,0.1571072319201995
20,0.8,0.6,0.9736842105263158,0.6787472035794183,0.6665202108963093,0.799894542578434
20,0.8,0.7,0.9744298548721493,0.6,0.5906996229576875,0.7426915986304977
20,0.8,0.8,0.9757412398921833,0.40311804008908686,0.39911797133406834,0.570527974783294
20,0.8,0.9,0.9904458598726115,0.0884276371907876,0.08835227272727272,0.16235969720699556
20,0.9,0.6,0.9813242784380306,0.5216606498194946,0.516532618409294,0.6812021213906895
20,0.9,0.7,0.983754512635379,0.4759825327510917,0.47227036395147315,0.6415538552089465
20,0.9,0.8,0.9854748603351955,0.35167464114832536,0.34986116620388735,0.5183661475168968
20,0.9,0.9,1.0,0.08513341804320203,0.08513341804320203,0.15690866510538642
30,0.7,0.6,0.9656699889258029,0.7642418930762489,0.7440273037542662,0.8532289628180039
30,0.7,0.7,0.9680981595092024,0.6393841166936791,0.6261904761904762,0.7701317715959004
30,0.7,0.8,0.9739357080799305,0.37756820478275516,0.3737912637545849,0.5441747572815534
30,0.7,0.9,0.9914529914529915,0.05927439959121104,0.059244126659857,0.11186113789778207
30,0.8,0.6,0.9691322073383809,0.7412026726057906,0.7241079199303743,0.839979808177688
30,0.8,0.7,0.9705317104420244,0.6291528239202658,0.617359413202934,0.763416477702192
30,0.8,0.8,0.9776785714285714,0.38153310104529614,0.37823834196891193,0.5488721804511278
30,0.8,0.9,0.9913793103448276,0.060830468130124306,0.06079830822098863,0.1146274607525542
30,0.9,0.6,0.9779559118236473,0.6576819407008087,0.648074369189907,0.7864625302175665
30,0.9,0.7,0.9803921568627451,0.5739795918367347,0.5674653215636822,0.7240547063555913
30,0.9,0.8,0.9833496571988247,0.36938925680647533,0.36709323583180986,0.5370419898368548
30,0.9,0.9,0.9954545454545455,0.06195190947666195,0.061934389140271495,0.11664447403462051
40,0.7,0.6,0.9666666666666667,0.7546928327645052,0.7355509355509355,0.8476281744130331
40,0.7,0.7,0.9696969696969697,0.6525389844062375,0.6394984326018809,0.780114722753346
40,0.7,0.8,0.9743178170144462,0.4105512343591478,0.4061559049849448,0.5776826076611944
40,0.7,0.9,0.9737609329446064,0.08601596703579706,0.08581706063720453,0.15806909607193564
40,0.8,0.6,0.9698521046643913,0.7445414847161572,0.7276995305164319,0.842391304347826
40,0.8,0.7,0.9717444717444718,0.6518335393489906,0.639708855640922,0.7802712700369914
40,0.8,0.8,0.9763071895424836,0.4195926966292135,0.4153632255822037,0.5869351669941061
40,0.8,0.9,0.9736842105263158,0.0888,0.08858739026336791,0.1627565982404692
40,0.9,0.6,0.974169741697417,0.705253784505788,0.6923076923076923,0.8181818181818182
40,0.9,0.7,0.9743758212877792,0.630259243518912,0.6199832775919732,0.7654193548387097
40,0.9,0.8,0.977796754910333,0.42142068457857934,0.41742617572001456,0.5889917695473251
40,0.9,0.9,0.973293768545994,0.09192825112107623,0.09169695275370422,0.16798975672215108
50,0.7,0.6,0.9595959595959596,0.7498961362692148,0.7269432138542086,0.8418843283582089
